,Acc_X,Acc_Y,Acc_Z,EDA_Level,Heart_Rate,Skin_Temperature,id,datetime,Stress_Level
624591,17.0,7.0,63.0,0.27156,81.6,28.83,5C,2020-06-23 20:01:18.031249920,0.0
626117,17.0,60.0,10.0,0.292055,90.58,28.91,5C,2020-06-23 20:02:05.718749952,0.0
626118,17.0,59.0,15.0,0.293336,90.58,28.91,5C,2020-06-23 20:02:05.750000128,0.0
626122,17.0,59.0,15.0,0.293336,90.58,28.91,5C,2020-06-23 20:02:05.875000064,0.0
626132,17.0,60.0,15.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.187500032,0.0
626133,17.0,60.0,15.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.218749952,0.0
626135,17.0,60.0,14.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.281250048,0.0
626136,17.0,60.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.312499968,0.0
626137,17.0,60.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.343749888,0.0
626138,17.0,60.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.375000064,0.0
626139,17.0,60.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.406249984,0.0
626140,17.0,59.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.437499904,0.0
626141,17.0,59.0,15.0,0.292055,90.38,28.91,5C,2020-06-23 20:02:06.468750080,0.0
626142,17.0,59.0,15.0,0.290775,90.38,28.91,5C,2020-06-23 20:02:06.500000000,0.0
626143,17.0,60.0,15.0,0.290775,90.38,28.91,5C,2020-06-23 20:02:06.531249920,0.0
626144,17.0,59.0,16.0,0.290775,90.38,28.91,5C,2020-06-23 20:02:06.562500096,0.0
626146,17.0,59.0,16.0,0.290775,90.38,28.91,5C,2020-06-23 20:02:06.624999936,0.0
626148,17.0,59.0,15.0,0.290775,90.38,28.91,5C,2020-06-23 20:02:06.687500032,0.0
626150,17.0,60.0,15.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.750000128,0.0
626152,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.812499968,0.0
626153,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.843749888,0.0
626154,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.875000064,0.0
626155,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.906249984,0.0
626156,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.937499904,0.0
626157,17.0,60.0,14.0,0.293336,90.38,28.91,5C,2020-06-23 20:02:06.968750080,0.0
626158,17.0,60.0,14.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.000000000,0.0
626159,17.0,60.0,14.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.031249920,0.0
626160,17.0,60.0,15.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.062500096,0.0
626166,17.0,59.0,17.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.249999872,0.0
626167,17.0,59.0,16.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.281250048,0.0
626169,17.0,60.0,14.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.343749888,0.0
626170,17.0,60.0,14.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.375000064,0.0
626171,17.0,60.0,15.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.406249984,0.0
626173,17.0,59.0,16.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.468750080,0.0
626174,17.0,59.0,16.0,0.293336,90.12,28.87,5C,2020-06-23 20:02:07.500000000,0.0
626187,17.0,60.0,15.0,0.294617,90.12,28.87,5C,2020-06-23 20:02:07.906249984,0.0
626190,17.0,60.0,16.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.000000000,0.0
626191,17.0,59.0,16.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.031249920,0.0
626192,17.0,60.0,16.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.062500096,0.0
626193,17.0,60.0,15.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.093750016,0.0
626195,17.0,60.0,14.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.156250112,0.0
626196,17.0,60.0,14.0,0.293336,89.85,28.89,5C,2020-06-23 20:02:08.187500032,0.0
626199,17.0,59.0,19.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.281250048,0.0
626200,17.0,59.0,17.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.312499968,0.0
626205,17.0,60.0,14.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.468750080,0.0
626208,17.0,60.0,14.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.562500096,0.0
626209,17.0,60.0,14.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.593750016,0.0
626213,17.0,60.0,15.0,0.294617,89.85,28.89,5C,2020-06-23 20:02:08.718749952,0.0
626214,17.0,59.0,15.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.750000128,0.0
626215,17.0,59.0,15.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.781250048,0.0
626216,17.0,60.0,15.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.812499968,0.0
626218,17.0,59.0,16.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.875000064,0.0
626219,17.0,59.0,16.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.906249984,0.0
626220,17.0,59.0,15.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.937499904,0.0
626221,17.0,59.0,16.0,0.295898,89.85,28.89,5C,2020-06-23 20:02:08.968750080,0.0
626222,17.0,59.0,16.0,0.294617,89.6,28.89,5C,2020-06-23 20:02:09.000000000,0.0
626225,17.0,60.0,15.0,0.294617,89.6,28.89,5C,2020-06-23 20:02:09.093750016,0.0
626241,17.0,60.0,15.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.593750016,0.0
626242,17.0,60.0,15.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.624999936,0.0
626245,17.0,59.0,15.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.718749952,0.0
626246,17.0,59.0,16.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.750000128,0.0
626247,17.0,59.0,16.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.781250048,0.0
626248,17.0,59.0,17.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.812499968,0.0
626249,17.0,59.0,16.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.843749888,0.0
626250,17.0,60.0,16.0,0.297179,89.6,28.89,5C,2020-06-23 20:02:09.875000064,0.0
626258,17.0,60.0,14.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.124999936,0.0
626259,17.0,60.0,14.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.156250112,0.0
626260,17.0,60.0,14.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.187500032,0.0
626261,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.218749952,0.0
626263,17.0,59.0,16.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.281250048,0.0
626264,17.0,60.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.312499968,0.0
626265,17.0,59.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.343749888,0.0
626266,17.0,60.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.375000064,0.0
626267,17.0,59.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.406249984,0.0
626268,17.0,60.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.437499904,0.0
626269,17.0,60.0,15.0,0.295898,89.35,28.89,5C,2020-06-23 20:02:10.468750080,0.0
626270,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.500000000,0.0
626271,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.531249920,0.0
626272,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.562500096,0.0
626278,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.750000128,0.0
626282,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.875000064,0.0
626283,17.0,60.0,14.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.906249984,0.0
626284,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.937499904,0.0
626285,17.0,60.0,15.0,0.297179,89.35,28.89,5C,2020-06-23 20:02:10.968750080,0.0
626286,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.000000000,0.0
626287,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.031249920,0.0
626288,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.062500096,0.0
626289,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.093750016,0.0
626290,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.124999936,0.0
626291,17.0,59.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.156250112,0.0
626292,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.187500032,0.0
626293,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.218749952,0.0
626294,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.249999872,0.0
626297,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.343749888,0.0
626299,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.406249984,0.0
626300,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.437499904,0.0
626301,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.468750080,0.0
626302,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.500000000,0.0
626303,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.531249920,0.0
626304,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.562500096,0.0
626305,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.593750016,0.0
626306,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.624999936,0.0
626307,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.656250112,0.0
626308,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.687500032,0.0
626309,17.0,60.0,15.0,0.294617,89.15,28.87,5C,2020-06-23 20:02:11.718749952,0.0
626310,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.750000128,0.0
626311,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.781250048,0.0
626314,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.875000064,0.0
626315,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.906249984,0.0
626316,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.937499904,0.0
626317,17.0,60.0,15.0,0.295898,89.15,28.87,5C,2020-06-23 20:02:11.968750080,0.0
626318,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.000000000,0.0
626320,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.062500096,0.0
626322,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.124999936,0.0
626323,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.156250112,0.0
626325,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.218749952,0.0
626326,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.249999872,0.0
626328,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.312499968,0.0
626329,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.343749888,0.0
626331,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.406249984,0.0
626332,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.437499904,0.0
626334,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.500000000,0.0
626335,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.531249920,0.0
626337,17.0,59.0,16.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.593750016,0.0
626344,17.0,60.0,16.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.812499968,0.0
626345,17.0,60.0,14.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.843749888,0.0
626346,17.0,60.0,14.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.875000064,0.0
626347,17.0,60.0,14.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.906249984,0.0
626348,17.0,60.0,15.0,0.295898,88.97,28.87,5C,2020-06-23 20:02:12.937499904,0.0
626352,17.0,60.0,14.0,0.297179,88.85,28.87,5C,2020-06-23 20:02:13.062500096,0.0
626353,17.0,60.0,14.0,0.297179,88.85,28.87,5C,2020-06-23 20:02:13.093750016,0.0
626354,17.0,60.0,15.0,0.297179,88.85,28.87,5C,2020-06-23 20:02:13.124999936,0.0
626357,17.0,60.0,14.0,0.297179,88.85,28.87,5C,2020-06-23 20:02:13.218749952,0.0
626362,17.0,60.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.375000064,0.0
626363,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.406249984,0.0
626364,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.437499904,0.0
626368,17.0,60.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.562500096,0.0
626369,17.0,59.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.593750016,0.0
626372,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.687500032,0.0
626373,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.718749952,0.0
626374,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.750000128,0.0
626375,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.781250048,0.0
626376,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.812499968,0.0
626377,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.843749888,0.0
626378,17.0,60.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.875000064,0.0
626379,17.0,60.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.906249984,0.0
626380,17.0,60.0,15.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.937499904,0.0
626381,17.0,60.0,14.0,0.295898,88.85,28.87,5C,2020-06-23 20:02:13.968750080,0.0
626382,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.000000000,0.0
626383,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.031249920,0.0
626384,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.062500096,0.0
626385,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.093750016,0.0
626386,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.124999936,0.0
626388,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.187500032,0.0
626390,17.0,60.0,14.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.249999872,0.0
626394,17.0,60.0,15.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.375000064,0.0
626398,17.0,59.0,15.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.500000000,0.0
626400,17.0,60.0,15.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.562500096,0.0
626401,17.0,60.0,15.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.593750016,0.0
626402,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.624999936,0.0
626403,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.656250112,0.0
626404,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.687500032,0.0
626405,17.0,60.0,14.0,0.295898,88.68,28.87,5C,2020-06-23 20:02:14.718749952,0.0
626406,17.0,60.0,14.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.750000128,0.0
626407,17.0,60.0,14.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.781250048,0.0
626408,17.0,60.0,14.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.812499968,0.0
626409,17.0,60.0,15.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.843749888,0.0
626411,17.0,60.0,15.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.906249984,0.0
626412,17.0,60.0,15.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.937499904,0.0
626413,17.0,60.0,15.0,0.294617,88.68,28.87,5C,2020-06-23 20:02:14.968750080,0.0
626414,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.000000000,0.0
626415,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.031249920,0.0
626416,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.062500096,0.0
626417,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.093750016,0.0
626418,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.124999936,0.0
626419,17.0,59.0,16.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.156250112,0.0
626420,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.187500032,0.0
626422,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.249999872,0.0
626423,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.281250048,0.0
626424,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.312499968,0.0
626425,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.343749888,0.0
626426,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.375000064,0.0
626427,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.406249984,0.0
626428,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.437499904,0.0
626429,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.468750080,0.0
626430,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.500000000,0.0
626431,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.531249920,0.0
626432,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.562500096,0.0
626433,17.0,60.0,14.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.593750016,0.0
626434,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.624999936,0.0
626435,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.656250112,0.0
626437,17.0,60.0,15.0,0.295898,88.53,28.87,5C,2020-06-23 20:02:15.718749952,0.0
626438,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.750000128,0.0
626439,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.781250048,0.0
626440,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.812499968,0.0
626442,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.875000064,0.0
626443,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.906249984,0.0
626445,17.0,60.0,15.0,0.297179,88.53,28.87,5C,2020-06-23 20:02:15.968750080,0.0
626446,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.000000000,0.0
626447,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.031249920,0.0
626448,17.0,60.0,14.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.062500096,0.0
626449,17.0,60.0,14.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.093750016,0.0
626450,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.124999936,0.0
626451,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.156250112,0.0
626453,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.218749952,0.0
626454,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.249999872,0.0
626455,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.281250048,0.0
626456,17.0,59.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.312499968,0.0
626457,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.343749888,0.0
626458,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.375000064,0.0
626459,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.406249984,0.0
626460,17.0,60.0,15.0,0.295898,88.28,28.83,5C,2020-06-23 20:02:16.437499904,0.0
626462,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.500000000,0.0
626463,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.531249920,0.0
626464,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.562500096,0.0
626465,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.593750016,0.0
626466,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.624999936,0.0
626469,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.718749952,0.0
626470,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.750000128,0.0
626473,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.843749888,0.0
626474,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.875000064,0.0
626475,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.906249984,0.0
626476,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.937499904,0.0
626477,17.0,60.0,15.0,0.294617,88.28,28.83,5C,2020-06-23 20:02:16.968750080,0.0
626480,17.0,60.0,15.0,0.293336,88.08,28.85,5C,2020-06-23 20:02:17.062500096,0.0
626481,17.0,60.0,15.0,0.293336,88.08,28.85,5C,2020-06-23 20:02:17.093750016,0.0
626482,17.0,60.0,15.0,0.293336,88.08,28.85,5C,2020-06-23 20:02:17.124999936,0.0
626484,17.0,60.0,15.0,0.293336,88.08,28.85,5C,2020-06-23 20:02:17.187500032,0.0
626485,17.0,60.0,15.0,0.293336,88.08,28.85,5C,2020-06-23 20:02:17.218749952,0.0
626486,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.249999872,0.0
626487,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.281250048,0.0
626488,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.312499968,0.0
626489,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.343749888,0.0
626490,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.375000064,0.0
626491,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.406249984,0.0
626492,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.437499904,0.0
626493,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.468750080,0.0
626495,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.531249920,0.0
626496,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.562500096,0.0
626497,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.593750016,0.0
626498,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.624999936,0.0
626499,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.656250112,0.0
626500,17.0,60.0,15.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.687500032,0.0
626501,17.0,60.0,14.0,0.292055,88.08,28.85,5C,2020-06-23 20:02:17.718749952,0.0
626503,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.781250048,0.0
626506,17.0,60.0,15.0,0.294617,88.08,28.85,5C,2020-06-23 20:02:17.875000064,0.0
626510,17.0,60.0,14.0,0.295898,87.82,28.85,5C,2020-06-23 20:02:18.000000000,0.0
626513,17.0,60.0,14.0,0.295898,87.82,28.85,5C,2020-06-23 20:02:18.093750016,0.0
626518,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.249999872,0.0
626521,17.0,59.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.343749888,0.0
626522,17.0,59.0,16.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.375000064,0.0
626526,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.500000000,0.0
626527,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.531249920,0.0
626528,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.562500096,0.0
626529,17.0,60.0,14.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.593750016,0.0
626530,17.0,59.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.624999936,0.0
626531,17.0,59.0,16.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.656250112,0.0
626532,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.687500032,0.0
626533,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.718749952,0.0
626535,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.781250048,0.0
626536,17.0,60.0,15.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.812499968,0.0
626539,17.0,60.0,14.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.906249984,0.0
626540,17.0,60.0,14.0,0.294617,87.82,28.85,5C,2020-06-23 20:02:18.937499904,0.0
626542,17.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.000000000,0.0
626543,17.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.031249920,0.0
626546,17.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.124999936,0.0
626547,17.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.156250112,0.0
626548,17.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.187500032,0.0
